// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//道场
2500,dx11,法老王★★★,Pharaoh,93,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,9,67,0x37B5,150,250,450,350,57495,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27001,14,27008,20,19007,1,19003,8,4148,20
2501,dx12,皮里恩★★★,Phreeoni,69,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,2,60,0x37B5,150,250,450,350,16087,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27003,14,27008,20,19007,1,19003,8,4121,20
2502,dx13,兽人酋长★★★,Orc Lord,74,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,7,82,0x37B5,150,250,450,350,31102,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27004,14,27008,20,19007,1,19003,8,4135,20
2503,dx14,冰暴骑士★★★,Stormy,77,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,0,84,0x37B5,150,250,450,350,32175,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27005,14,27008,20,19007,1,19003,8,4318,20
2504,dx15,卡仑★★★,Garm,73,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,2,81,0x37B5,150,250,450,350,25025,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27006,14,27008,20,19007,1,19003,8,4324,20
2505,dx16,黑暗之王★★★,Dark,80,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,6,89,0x37B5,150,250,450,350,32890,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27001,14,27008,20,19007,1,19003,8,4168,20
2506,dx17,乌龟将军★★★,Turtle,97,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,2,42,0x37B5,150,250,450,350,9101,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27003,14,27008,20,19007,1,19003,8,4305,20
2507,dx18,死灵骑士★★★,Lord,94,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,6,67,0x37B5,150,250,450,350,65671,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27004,14,27008,20,19007,1,19003,8,,
2508,dx19,天使波利★★★,Angeling,20,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,8,80,0x37B5,150,250,450,350,32890,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27005,14,27008,20,19007,1,19003,8,4054,20
2509,dx20,德古拉男爵★★★,D,85,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,6,80,0x37B5,150,250,450,350,60078,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27006,14,27008,20,19007,1,19003,8,4134,20
2510,dx21,墨蛇君★★★,Evil Snake,73,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,2,80,0x37B5,150,250,450,350,17144,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27001,14,27008,20,19007,1,19003,8,4330,20
2511,dx22,元灵武士★★★,Samurai,71,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,9,67,0x37B5,150,250,450,350,16547,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27003,14,27008,20,19007,1,19003,8,4263,1
2512,dx23,古埃及王★★★,Amon Ra,88,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,7,62,0x1A4,150,250,450,350,43632,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27004,14,27008,20,19007,1,19003,8,4236,20
2513,dx24,塔奥群卡★★★,Tao Gunka,99,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,6,60,0x37B5,150,250,450,350,29587,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27005,14,27008,20,19007,1,19003,8,4302,1
2514,dx25,RSX-0806★★★,RSX-0806,86,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,0,60,0x37B5,150,250,450,350,15505,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27006,14,27008,20,19007,1,19003,8,4342,20
2515,dx26,嗒妮小姐★★★,Lady,89,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,3,64,0x1A4,150,250,450,350,32497,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27001,14,27008,20,19007,1,19003,8,4376,20
2516,dx27,迪塔勒泰晤勒★★,Detar,90,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,9,67,0x37B5,150,250,450,350,145925,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27003,14,27008,20,19007,1,19003,8,4386,20
2517,dx28,堕落大神官★★★,Fallen,99,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,6,47,0x37B5,150,250,450,350,555555,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27004,14,27008,20,19007,1,19003,8,4441,1
2518,dx29,兰特克力斯★★★,Valkyrie,99,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,8,80,0x37B5,150,250,450,350,0,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27005,14,27008,20,19007,1,19003,8,4407,1
2519,dx31,恶魔波利★★★,Deviling,31,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,6,80,0x37B5,150,250,450,350,0,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27006,14,27008,20,19007,1,19003,8,4174,20
2520,dx32,兽人英雄★★★,Orc Hero,77,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,7,42,0x37B5,150,250,450,350,29315,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27001,14,27008,20,19007,1,19003,8,4143,20
2521,dx33,贝思波★★★,Vesper,97,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,2,2,80,0x37B5,150,250,450,350,100000,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27003,14,27008,20,19007,1,19003,8,4374,20
2522,dx34,圣天使波利★★★,Arc Angeling,60,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,8,80,0x37B5,150,250,450,350,0,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,27004,14,27008,20,19007,1,19003,8,4241,20
2523,dx35,白素贞★★★,Osiris,78,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,,,27008,20,19007,1,19003,8,4372,20
2524,dx36,阿特罗斯★★★,Osiris,78,30000000,0,71500,28600,4,18000,18000,10,80,100,700,200,500,800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,,,27008,20,19007,1,19003,8,4425,20
2525,dx37,闇●剑士 赛尼亚★★★,Osiris,78,30000000,0,71500,28600,4,20000,20000,10,80,100,700,200,500,800,100,15,15,1,1,89,0x37B5,150,200,450,350,35750,,,,,,,1530,200,675,200,2410,200,2630,200,969,2000,,,27008,20,19007,1,19003,8,4352,1
//稀有
3701,xy1,闇●骑士领主 赛依连,Lord Knight Seyren,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,83,0x37B5,100,76,384,288,2417800,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19100,1,19001,5,19002,5,4357,1
3702,xy2,闇●十字刺客 艾勒梅斯,Assassin Cross Eremes,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,85,0x37B5,100,76,384,288,2041700,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19101,1,19001,5,19002,5,4359,1
3703,xy3,闇●神工匠 哈沃得,Whitesmith Howard,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,82,0x37B5,100,76,384,288,2001170,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19102,1,19001,5,19002,5,4361,1
3704,xy4,闇●神官 玛嘉雷特,High Priest Margaretha,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,80,0x37B5,125,1152,384,288,2128500,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19104,1,19001,5,19002,5,4363,1
3705,xy5,闇●神射手 迪文,Sniper Cecil,99,15000000,0,71500,28600,14,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,84,0x37B5,100,76,384,288,2046500,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19105,1,19001,5,19002,5,4367,1
3706,xy6,闇●超魔导师 凯特莉娜,High Wizard Kathryne,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,1,7,68,0x37B5,150,1152,384,288,2004100,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19106,1,19001,5,19002,5,4365,1
3707,xy7,寒冰龙,Ktullanux,99,15000000,0,71500,28600,4,4000,4000,10,80,100,600,200,300,800,100,10,12,2,2,81,0x37B5,400,212,384,216,1360025,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19107,1,19001,5,19002,5,4419,1
3708,xy8,影魔,Gloom Under Night,99,15000000,0,71500,28600,4,5000,5000,10,80,100,600,200,300,800,100,10,12,2,0,68,0x37B5,200,212,384,576,481087,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19108,1,19001,5,19002,5,4408,1
3709,xy9,伊夫利特,Ifrit,99,15000000,0,71500,28600,4,5000,5000,10,80,100,600,200,300,800,100,10,12,2,0,83,0x37B5,130,212,384,360,1577160,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19109,1,19001,5,19002,5,4430,1
3710,xy10,基尔 D-01,Kiel D-01,99,15000000,0,71500,28600,4,5000,5000,10,80,100,600,200,300,800,100,10,12,1,0,47,0x37B5,130,212,384,432,1178100,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19110,1,19001,5,19002,5,4403,1
3711,xy11,魔剑士 达纳托斯的记忆,Memory of Thanatos,99,15000000,0,71500,28600,4,5000,5000,10,80,100,600,200,300,800,100,10,12,2,6,88,0x37B5,120,212,384,504,1833000,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19111,1,19001,5,19002,5,4399,1
3712,xy12,贝雷杰,Beelzebub,99,15000000,0,6666666,6666666,2,5000,5000,10,80,100,600,200,300,800,100,10,12,2,6,88,0x37B5,100,212,504,432,3333333,,,,,,,18113,2000,19006,7,19005,8,,,,,,,19113,1,19001,5,19002,5,4145,1
3713,xy13,魔王 梦罗克,Satan Morroc,99,15000000,0,6700000,4500000,2,32000,32000,29,65,140,600,200,300,800,100,10,12,2,6,80,0x37B5,100,76,540,432,3333333,,,,,,,18113,2000,19006,7,19005,8,,,,,,,11125,1,19001,5,19002,5,9508,1

2536,fp20,反叛军天师,Poring,1,2100000000,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,100,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
//宠物
2537,cw1,小火龙I阶,Poring,1,10,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2538,cw2,小火龙II阶,Poring,1,15,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2539,cw3,小火龙III阶,Poring,1,20,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2540,cw4,火恐龙I阶,Poring,1,25,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2541,cw5,火恐龙II阶,Poring,1,30,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2542,cw6,火恐龙III阶,Poring,1,35,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2543,cw7,喷火龙I阶,Poring,1,40,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2544,cw8,喷火龙II阶,Poring,1,45,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,27521,10000,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2545,cw9,喷火龙III阶,Poring,1,50000000,0,2,1,1,7,10,0,5,1,1,200,0,6,30,10,12,1,3,23,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,10000,18126,140,617,1000,969,1000,0,0
2546,cw10,妙蛙种子I阶,Poring,1,10,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2547,cw11,妙蛙种子II阶,Poring,1,15,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2548,cw12,妙蛙种子III阶,Poring,1,20,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2549,cw13,妙蛙草I阶,Poring,1,25,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2550,cw14,妙蛙草II阶,Poring,1,30,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2551,cw15,妙蛙草III阶,Poring,1,35,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2552,cw16,妙蛙花I阶,Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2553,cw17,妙蛙花II阶,Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2554,cw18,妙蛙花III阶,Poring,1,50000000,0,2,1,1,7,10,0,5,1,1,200,0,6,30,10,12,1,3,22,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,10000,18126,140,617,1000,969,1000,0,0
2555,cw19,杰尼龟I阶,Poring,1,10,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2556,cw20,杰尼龟II阶,Poring,1,15,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2557,cw21,杰尼龟III阶,Poring,1,20,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,5,617,1000,969,1000,0,0
2558,cw22,卡咪龟I阶,Poring,1,25,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2559,cw23,卡咪龟II阶,Poring,1,30,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2560,cw24,卡咪龟III阶,Poring,1,35,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,2,617,1000,969,1000,0,0
2561,cw25,水箭龟I阶,Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2562,cw26,水箭龟II阶,Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,1
2563,cw27,水箭龟III阶,Poring,1,50000000,0,2,1,1,7,10,0,5,1,1,200,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18124,10000,18126,140,617,1000,969,1000,0,0
2564,cw28,可爱丽芙,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,15,15,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2565,cw29,火焰丽芙,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2566,cw30,艾咪斯可鲁,Porin,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2567,cw31,飞里乐,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2568,cw32,可爱猫女,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2569,cw33,帅气史密斯,14,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2570,cw34,国王波利,Poring,1,100000000,0,2,1,1,7,10,0,5,1,1,200,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,10000,18126,10000,617,1000,969,10000,18128,1
2571,cw35,万圣波利,Poring,1,70000000,0,2,1,1,7,10,0,5,1,1,200,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125,10000,18126,140,617,1000,969,10000,0,0
2572,cw36,兔耳朵波利,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2573,cw37,轰炸机波利,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2574,cw38,可爱小青,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2575,cw39,新年娃娃,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2576,cw40,小雪怪,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2577,cw41,巧克猴,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2578,cw42,巴基力,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2579,cw43,巫妖少主,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2580,cw44,巫妖之王,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2581,cw45,国王波利,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1
2582,cw46,万圣波利,Poring,14,2100000000,0,59,40,7,22,28,0,40,1,14,14,0,40,2,10,12,0,3,41,0x84,1000,2000,432,600,0,0,0,0,0,0,0,1011,25,962,5500,938,1500,971,20,525,5,517,700,0,0,0,0,0,0,4035,1

2198,King_Dramoh,大脚龙虾,Dramoh,117,28800,0,7200,6600,1,1000,1500,480,22,1,50,10,70,100,50,10,12,2,5,41,0x37B5,100,430,430,250,0,0,0,0,0,0,0,943,7000,960,7000,995,500,7938,1000,13035,50,0,0,0,0,0,0,0,0,0,0
2201,Sropho,深海电鳗,sropho,113,24002,0,2480,6391,1,400,700,92,55,1,11,1,1,6,30,10,12,1,5,41,0x37B5,300,700,700,500,0,0,0,0,0,0,0,7938,100,951,7000,7013,700,1011,300,756,700,1971,100,1972,10,0,0,0,0,0,0
2202,Kraken,魔鬼大乌贼,kraken,124,5602800,9999,983332,961111,3,3500,4100,55,229,1,1,1,1,6,30,10,12,1,5,41,0x37B5,200,768,768,576,983332,617,5500,603,5000,616,3000,616,100,962,9000,7444,5000,1422,1000,1484,500,1131,300,2347,100,0,0,0,0,0,0
2203,POT_DOFLE,酱缸章鱼,DOFLE,115,25211,0,6390,2480,1,300,500,122,55,1,1,1,1,6,30,10,12,0,5,41,0x37B5,250,500,500,300,0,0,0,0,0,0,0,7013,5000,969,100,1056,1000,1024,5000,617,100,0,0,0,0,0,0,0,0,0,0
2204,SEDORA,赛杜拉,SEDORA,113,24002,0,3355,3149,1,300,400,44,91,1,1,1,1,6,30,10,12,0,5,41,0x37B5,250,190,190,110,0,0,0,0,0,0,0,1024,5000,962,5000,991,100,2424,1,0,0,0,0,0,0,0,0,0,0,0,0
2206,KRAKEN_LEG,魔鬼大乌贼脚,KRAKEN_LEG,124,39190,0,1300,1900,1,400,600,44,91,1,1,1,1,6,30,10,12,2,5,61,0x37B5,250,300,300,200,0,0,0,0,0,0,0,7565,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//2583,custom31,八神庵,Diaochan,100,800000000,0,0,0,1,800000,800000,60,90,500,600,150,800,1200,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,,,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2584,custom31,草薙京,Diaochan,100,800000000,0,0,0,1,900000,900000,60,90,500,600,150,800,1200,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,,,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2585,custom31,库拉,Diaochan,100,800000000,0,0,0,1,650000,650000,60,90,500,600,150,800,1200,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,,,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2586,custom31,春丽,Diaochan,100,800000000,0,0,0,1,900000,900000,60,90,500,600,150,800,1200,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,,,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2588,custom31,肯,Diaochan,100,2000000000,0,0,0,1,460000,460000,60,90,500,650,150,800,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2589,custom31,隆,Diaochan,100,2000000000,0,0,0,1,460000,460000,60,90,500,650,150,800,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
//2400,custom31,堕珑,Diaochan,100,2000000000,0,0,0,14,1200000,1200000,60,90,500,650,150,800,3000,300,10,12,1,4,80,0x37B5,100,150,350,1,10,,,,,,,,,671,100,2630,300,2410,300,1530,300,969,2000,969,2000,969,2000,969,2000,,
